question,chunk
What are the potential uses of the RELAX method in analyzing time series data?,"https://www.sbert.net/examples/applications/semantic-search/README.html  Supervised by Beatrix M. G. Nielsen (bmgi@dtu.dk). 20. Exploring Explainability for Time Series Representations Learned through Self-Supervised Learning.  Self-supervised learning (SSL) has emerged as a potent technique for deriving meaningful representations from data in scenarios where labeled samples are scarce. However, the conventional evaluation of SSL models predominantly relies on downstream classification performance, lacking comprehensive methods for evaluating or interpreting the intrinsic learned representations. The Representation Learning Explainability (RELAX) method, as introduced in https://arxiv.org/abs/2112.10161, has recently demonstrated the potential to explain image representations. Time series data, ubiquitous across numerous domains, remains less explored compared to images and natural language in the realm of deep learning applications. An intriguing example of such data is electroencephalography (EEG), representing electrical measurements of brain activity, with applications ranging from diagnosing epilepsy to cognitive neuroscience. Additionally, time series encompass audio and speech representations, opening up a myriad of opportunities for advancing our understanding and using of these data modalities. In this project, we aim to extend the RELAX method to time series representations, specifically targeting models trained through self-supervised learning on spectrograms of"
How might the RELAX method be employed in the context of time series data analysis?,"https://www.sbert.net/examples/applications/semantic-search/README.html  Supervised by Beatrix M. G. Nielsen (bmgi@dtu.dk). 20. Exploring Explainability for Time Series Representations Learned through Self-Supervised Learning.  Self-supervised learning (SSL) has emerged as a potent technique for deriving meaningful representations from data in scenarios where labeled samples are scarce. However, the conventional evaluation of SSL models predominantly relies on downstream classification performance, lacking comprehensive methods for evaluating or interpreting the intrinsic learned representations. The Representation Learning Explainability (RELAX) method, as introduced in https://arxiv.org/abs/2112.10161, has recently demonstrated the potential to explain image representations. Time series data, ubiquitous across numerous domains, remains less explored compared to images and natural language in the realm of deep learning applications. An intriguing example of such data is electroencephalography (EEG), representing electrical measurements of brain activity, with applications ranging from diagnosing epilepsy to cognitive neuroscience. Additionally, time series encompass audio and speech representations, opening up a myriad of opportunities for advancing our understanding and using of these data modalities. In this project, we aim to extend the RELAX method to time series representations, specifically targeting models trained through self-supervised learning on spectrograms of"
What specific type of time series data is mentioned as a focus for extending the RELAX method in this project?,"https://www.sbert.net/examples/applications/semantic-search/README.html  Supervised by Beatrix M. G. Nielsen (bmgi@dtu.dk). 20. Exploring Explainability for Time Series Representations Learned through Self-Supervised Learning.  Self-supervised learning (SSL) has emerged as a potent technique for deriving meaningful representations from data in scenarios where labeled samples are scarce. However, the conventional evaluation of SSL models predominantly relies on downstream classification performance, lacking comprehensive methods for evaluating or interpreting the intrinsic learned representations. The Representation Learning Explainability (RELAX) method, as introduced in https://arxiv.org/abs/2112.10161, has recently demonstrated the potential to explain image representations. Time series data, ubiquitous across numerous domains, remains less explored compared to images and natural language in the realm of deep learning applications. An intriguing example of such data is electroencephalography (EEG), representing electrical measurements of brain activity, with applications ranging from diagnosing epilepsy to cognitive neuroscience. Additionally, time series encompass audio and speech representations, opening up a myriad of opportunities for advancing our understanding and using of these data modalities. In this project, we aim to extend the RELAX method to time series representations, specifically targeting models trained through self-supervised learning on spectrograms of"
"In this project, what specific type of time series data is mentioned as a focus for extending the RELAX method?","https://www.sbert.net/examples/applications/semantic-search/README.html  Supervised by Beatrix M. G. Nielsen (bmgi@dtu.dk). 20. Exploring Explainability for Time Series Representations Learned through Self-Supervised Learning.  Self-supervised learning (SSL) has emerged as a potent technique for deriving meaningful representations from data in scenarios where labeled samples are scarce. However, the conventional evaluation of SSL models predominantly relies on downstream classification performance, lacking comprehensive methods for evaluating or interpreting the intrinsic learned representations. The Representation Learning Explainability (RELAX) method, as introduced in https://arxiv.org/abs/2112.10161, has recently demonstrated the potential to explain image representations. Time series data, ubiquitous across numerous domains, remains less explored compared to images and natural language in the realm of deep learning applications. An intriguing example of such data is electroencephalography (EEG), representing electrical measurements of brain activity, with applications ranging from diagnosing epilepsy to cognitive neuroscience. Additionally, time series encompass audio and speech representations, opening up a myriad of opportunities for advancing our understanding and using of these data modalities. In this project, we aim to extend the RELAX method to time series representations, specifically targeting models trained through self-supervised learning on spectrograms of"
Which type of time series data is specifically mentioned as a focus for extending the RELAX method in this project?,"https://www.sbert.net/examples/applications/semantic-search/README.html  Supervised by Beatrix M. G. Nielsen (bmgi@dtu.dk). 20. Exploring Explainability for Time Series Representations Learned through Self-Supervised Learning.  Self-supervised learning (SSL) has emerged as a potent technique for deriving meaningful representations from data in scenarios where labeled samples are scarce. However, the conventional evaluation of SSL models predominantly relies on downstream classification performance, lacking comprehensive methods for evaluating or interpreting the intrinsic learned representations. The Representation Learning Explainability (RELAX) method, as introduced in https://arxiv.org/abs/2112.10161, has recently demonstrated the potential to explain image representations. Time series data, ubiquitous across numerous domains, remains less explored compared to images and natural language in the realm of deep learning applications. An intriguing example of such data is electroencephalography (EEG), representing electrical measurements of brain activity, with applications ranging from diagnosing epilepsy to cognitive neuroscience. Additionally, time series encompass audio and speech representations, opening up a myriad of opportunities for advancing our understanding and using of these data modalities. In this project, we aim to extend the RELAX method to time series representations, specifically targeting models trained through self-supervised learning on spectrograms of"
What particular type of time series data is highlighted for extending the RELAX method in this project?,"https://www.sbert.net/examples/applications/semantic-search/README.html  Supervised by Beatrix M. G. Nielsen (bmgi@dtu.dk). 20. Exploring Explainability for Time Series Representations Learned through Self-Supervised Learning.  Self-supervised learning (SSL) has emerged as a potent technique for deriving meaningful representations from data in scenarios where labeled samples are scarce. However, the conventional evaluation of SSL models predominantly relies on downstream classification performance, lacking comprehensive methods for evaluating or interpreting the intrinsic learned representations. The Representation Learning Explainability (RELAX) method, as introduced in https://arxiv.org/abs/2112.10161, has recently demonstrated the potential to explain image representations. Time series data, ubiquitous across numerous domains, remains less explored compared to images and natural language in the realm of deep learning applications. An intriguing example of such data is electroencephalography (EEG), representing electrical measurements of brain activity, with applications ranging from diagnosing epilepsy to cognitive neuroscience. Additionally, time series encompass audio and speech representations, opening up a myriad of opportunities for advancing our understanding and using of these data modalities. In this project, we aim to extend the RELAX method to time series representations, specifically targeting models trained through self-supervised learning on spectrograms of"
"When extending the RELAX method in this project, what specific type of time series data is emphasized as a focus?","https://www.sbert.net/examples/applications/semantic-search/README.html  Supervised by Beatrix M. G. Nielsen (bmgi@dtu.dk). 20. Exploring Explainability for Time Series Representations Learned through Self-Supervised Learning.  Self-supervised learning (SSL) has emerged as a potent technique for deriving meaningful representations from data in scenarios where labeled samples are scarce. However, the conventional evaluation of SSL models predominantly relies on downstream classification performance, lacking comprehensive methods for evaluating or interpreting the intrinsic learned representations. The Representation Learning Explainability (RELAX) method, as introduced in https://arxiv.org/abs/2112.10161, has recently demonstrated the potential to explain image representations. Time series data, ubiquitous across numerous domains, remains less explored compared to images and natural language in the realm of deep learning applications. An intriguing example of such data is electroencephalography (EEG), representing electrical measurements of brain activity, with applications ranging from diagnosing epilepsy to cognitive neuroscience. Additionally, time series encompass audio and speech representations, opening up a myriad of opportunities for advancing our understanding and using of these data modalities. In this project, we aim to extend the RELAX method to time series representations, specifically targeting models trained through self-supervised learning on spectrograms of"
What is the aim of the project mentioned in the text?,"(EEG), representing electrical measurements of brain activity, with applications ranging from diagnosing epilepsy to cognitive neuroscience. Additionally, time series encompass audio and speech representations, opening up a myriad of opportunities for advancing our understanding and using of these data modalities. In this project, we aim to extend the RELAX method to time series representations, specifically targeting models trained through self-supervised learning on spectrograms of time series data. This project offers you the opportunity to choose the specific domain of interest within the time series realm, and together, we will define the scope and direction of the project. As a potential avenue, we propose using a pretrained model to assess the efficacy of the extended RELAX method. The project is supervised by Thea Brüsch (theb@dtu.dk) and Teresa Scheidt (tksc@dtu.dk). Feel free to contact us if you have any questions. 21. Image segmentation of car parts with Deloitte Consulting. Supervised by Martin Closter Jespersen (majespersen@deloitte.dk), Mikkel Sikker Sørensen and Asbjørn Eller Skaarup. Link to project details here. 22. Taylor Approximation of Neural Networks and their predictive posterior: In this project, we will approximate the neural network with its n-th order taylor expansion using the method outlined in this paper: https://openreview.net/pdf?id=SkxEF3FNPH. We will then study how they transform normal distributions in the parameter space that approximate"
What is the goal of the project discussed in the text?,"(EEG), representing electrical measurements of brain activity, with applications ranging from diagnosing epilepsy to cognitive neuroscience. Additionally, time series encompass audio and speech representations, opening up a myriad of opportunities for advancing our understanding and using of these data modalities. In this project, we aim to extend the RELAX method to time series representations, specifically targeting models trained through self-supervised learning on spectrograms of time series data. This project offers you the opportunity to choose the specific domain of interest within the time series realm, and together, we will define the scope and direction of the project. As a potential avenue, we propose using a pretrained model to assess the efficacy of the extended RELAX method. The project is supervised by Thea Brüsch (theb@dtu.dk) and Teresa Scheidt (tksc@dtu.dk). Feel free to contact us if you have any questions. 21. Image segmentation of car parts with Deloitte Consulting. Supervised by Martin Closter Jespersen (majespersen@deloitte.dk), Mikkel Sikker Sørensen and Asbjørn Eller Skaarup. Link to project details here. 22. Taylor Approximation of Neural Networks and their predictive posterior: In this project, we will approximate the neural network with its n-th order taylor expansion using the method outlined in this paper: https://openreview.net/pdf?id=SkxEF3FNPH. We will then study how they transform normal distributions in the parameter space that approximate"
What is the objective of the project referenced in the text?,"(EEG), representing electrical measurements of brain activity, with applications ranging from diagnosing epilepsy to cognitive neuroscience. Additionally, time series encompass audio and speech representations, opening up a myriad of opportunities for advancing our understanding and using of these data modalities. In this project, we aim to extend the RELAX method to time series representations, specifically targeting models trained through self-supervised learning on spectrograms of time series data. This project offers you the opportunity to choose the specific domain of interest within the time series realm, and together, we will define the scope and direction of the project. As a potential avenue, we propose using a pretrained model to assess the efficacy of the extended RELAX method. The project is supervised by Thea Brüsch (theb@dtu.dk) and Teresa Scheidt (tksc@dtu.dk). Feel free to contact us if you have any questions. 21. Image segmentation of car parts with Deloitte Consulting. Supervised by Martin Closter Jespersen (majespersen@deloitte.dk), Mikkel Sikker Sørensen and Asbjørn Eller Skaarup. Link to project details here. 22. Taylor Approximation of Neural Networks and their predictive posterior: In this project, we will approximate the neural network with its n-th order taylor expansion using the method outlined in this paper: https://openreview.net/pdf?id=SkxEF3FNPH. We will then study how they transform normal distributions in the parameter space that approximate"
What is the purpose of the project outlined in the text?,"(EEG), representing electrical measurements of brain activity, with applications ranging from diagnosing epilepsy to cognitive neuroscience. Additionally, time series encompass audio and speech representations, opening up a myriad of opportunities for advancing our understanding and using of these data modalities. In this project, we aim to extend the RELAX method to time series representations, specifically targeting models trained through self-supervised learning on spectrograms of time series data. This project offers you the opportunity to choose the specific domain of interest within the time series realm, and together, we will define the scope and direction of the project. As a potential avenue, we propose using a pretrained model to assess the efficacy of the extended RELAX method. The project is supervised by Thea Brüsch (theb@dtu.dk) and Teresa Scheidt (tksc@dtu.dk). Feel free to contact us if you have any questions. 21. Image segmentation of car parts with Deloitte Consulting. Supervised by Martin Closter Jespersen (majespersen@deloitte.dk), Mikkel Sikker Sørensen and Asbjørn Eller Skaarup. Link to project details here. 22. Taylor Approximation of Neural Networks and their predictive posterior: In this project, we will approximate the neural network with its n-th order taylor expansion using the method outlined in this paper: https://openreview.net/pdf?id=SkxEF3FNPH. We will then study how they transform normal distributions in the parameter space that approximate"
What is the intention of the project described in the text?,"(EEG), representing electrical measurements of brain activity, with applications ranging from diagnosing epilepsy to cognitive neuroscience. Additionally, time series encompass audio and speech representations, opening up a myriad of opportunities for advancing our understanding and using of these data modalities. In this project, we aim to extend the RELAX method to time series representations, specifically targeting models trained through self-supervised learning on spectrograms of time series data. This project offers you the opportunity to choose the specific domain of interest within the time series realm, and together, we will define the scope and direction of the project. As a potential avenue, we propose using a pretrained model to assess the efficacy of the extended RELAX method. The project is supervised by Thea Brüsch (theb@dtu.dk) and Teresa Scheidt (tksc@dtu.dk). Feel free to contact us if you have any questions. 21. Image segmentation of car parts with Deloitte Consulting. Supervised by Martin Closter Jespersen (majespersen@deloitte.dk), Mikkel Sikker Sørensen and Asbjørn Eller Skaarup. Link to project details here. 22. Taylor Approximation of Neural Networks and their predictive posterior: In this project, we will approximate the neural network with its n-th order taylor expansion using the method outlined in this paper: https://openreview.net/pdf?id=SkxEF3FNPH. We will then study how they transform normal distributions in the parameter space that approximate"
What are some potential applications of EEG?,"(EEG), representing electrical measurements of brain activity, with applications ranging from diagnosing epilepsy to cognitive neuroscience. Additionally, time series encompass audio and speech representations, opening up a myriad of opportunities for advancing our understanding and using of these data modalities. In this project, we aim to extend the RELAX method to time series representations, specifically targeting models trained through self-supervised learning on spectrograms of time series data. This project offers you the opportunity to choose the specific domain of interest within the time series realm, and together, we will define the scope and direction of the project. As a potential avenue, we propose using a pretrained model to assess the efficacy of the extended RELAX method. The project is supervised by Thea Brüsch (theb@dtu.dk) and Teresa Scheidt (tksc@dtu.dk). Feel free to contact us if you have any questions. 21. Image segmentation of car parts with Deloitte Consulting. Supervised by Martin Closter Jespersen (majespersen@deloitte.dk), Mikkel Sikker Sørensen and Asbjørn Eller Skaarup. Link to project details here. 22. Taylor Approximation of Neural Networks and their predictive posterior: In this project, we will approximate the neural network with its n-th order taylor expansion using the method outlined in this paper: https://openreview.net/pdf?id=SkxEF3FNPH. We will then study how they transform normal distributions in the parameter space that approximate"
What are some possible uses for EEG technology?,"(EEG), representing electrical measurements of brain activity, with applications ranging from diagnosing epilepsy to cognitive neuroscience. Additionally, time series encompass audio and speech representations, opening up a myriad of opportunities for advancing our understanding and using of these data modalities. In this project, we aim to extend the RELAX method to time series representations, specifically targeting models trained through self-supervised learning on spectrograms of time series data. This project offers you the opportunity to choose the specific domain of interest within the time series realm, and together, we will define the scope and direction of the project. As a potential avenue, we propose using a pretrained model to assess the efficacy of the extended RELAX method. The project is supervised by Thea Brüsch (theb@dtu.dk) and Teresa Scheidt (tksc@dtu.dk). Feel free to contact us if you have any questions. 21. Image segmentation of car parts with Deloitte Consulting. Supervised by Martin Closter Jespersen (majespersen@deloitte.dk), Mikkel Sikker Sørensen and Asbjørn Eller Skaarup. Link to project details here. 22. Taylor Approximation of Neural Networks and their predictive posterior: In this project, we will approximate the neural network with its n-th order taylor expansion using the method outlined in this paper: https://openreview.net/pdf?id=SkxEF3FNPH. We will then study how they transform normal distributions in the parameter space that approximate"
What are some potential practical uses for EEG?,"(EEG), representing electrical measurements of brain activity, with applications ranging from diagnosing epilepsy to cognitive neuroscience. Additionally, time series encompass audio and speech representations, opening up a myriad of opportunities for advancing our understanding and using of these data modalities. In this project, we aim to extend the RELAX method to time series representations, specifically targeting models trained through self-supervised learning on spectrograms of time series data. This project offers you the opportunity to choose the specific domain of interest within the time series realm, and together, we will define the scope and direction of the project. As a potential avenue, we propose using a pretrained model to assess the efficacy of the extended RELAX method. The project is supervised by Thea Brüsch (theb@dtu.dk) and Teresa Scheidt (tksc@dtu.dk). Feel free to contact us if you have any questions. 21. Image segmentation of car parts with Deloitte Consulting. Supervised by Martin Closter Jespersen (majespersen@deloitte.dk), Mikkel Sikker Sørensen and Asbjørn Eller Skaarup. Link to project details here. 22. Taylor Approximation of Neural Networks and their predictive posterior: In this project, we will approximate the neural network with its n-th order taylor expansion using the method outlined in this paper: https://openreview.net/pdf?id=SkxEF3FNPH. We will then study how they transform normal distributions in the parameter space that approximate"
What are some potential real-world applications of EEG?,"(EEG), representing electrical measurements of brain activity, with applications ranging from diagnosing epilepsy to cognitive neuroscience. Additionally, time series encompass audio and speech representations, opening up a myriad of opportunities for advancing our understanding and using of these data modalities. In this project, we aim to extend the RELAX method to time series representations, specifically targeting models trained through self-supervised learning on spectrograms of time series data. This project offers you the opportunity to choose the specific domain of interest within the time series realm, and together, we will define the scope and direction of the project. As a potential avenue, we propose using a pretrained model to assess the efficacy of the extended RELAX method. The project is supervised by Thea Brüsch (theb@dtu.dk) and Teresa Scheidt (tksc@dtu.dk). Feel free to contact us if you have any questions. 21. Image segmentation of car parts with Deloitte Consulting. Supervised by Martin Closter Jespersen (majespersen@deloitte.dk), Mikkel Sikker Sørensen and Asbjørn Eller Skaarup. Link to project details here. 22. Taylor Approximation of Neural Networks and their predictive posterior: In this project, we will approximate the neural network with its n-th order taylor expansion using the method outlined in this paper: https://openreview.net/pdf?id=SkxEF3FNPH. We will then study how they transform normal distributions in the parameter space that approximate"
What are some potential uses for EEG in various fields?,"(EEG), representing electrical measurements of brain activity, with applications ranging from diagnosing epilepsy to cognitive neuroscience. Additionally, time series encompass audio and speech representations, opening up a myriad of opportunities for advancing our understanding and using of these data modalities. In this project, we aim to extend the RELAX method to time series representations, specifically targeting models trained through self-supervised learning on spectrograms of time series data. This project offers you the opportunity to choose the specific domain of interest within the time series realm, and together, we will define the scope and direction of the project. As a potential avenue, we propose using a pretrained model to assess the efficacy of the extended RELAX method. The project is supervised by Thea Brüsch (theb@dtu.dk) and Teresa Scheidt (tksc@dtu.dk). Feel free to contact us if you have any questions. 21. Image segmentation of car parts with Deloitte Consulting. Supervised by Martin Closter Jespersen (majespersen@deloitte.dk), Mikkel Sikker Sørensen and Asbjørn Eller Skaarup. Link to project details here. 22. Taylor Approximation of Neural Networks and their predictive posterior: In this project, we will approximate the neural network with its n-th order taylor expansion using the method outlined in this paper: https://openreview.net/pdf?id=SkxEF3FNPH. We will then study how they transform normal distributions in the parameter space that approximate"
Who are the supervisors of the project and how can they be contacted?,"(EEG), representing electrical measurements of brain activity, with applications ranging from diagnosing epilepsy to cognitive neuroscience. Additionally, time series encompass audio and speech representations, opening up a myriad of opportunities for advancing our understanding and using of these data modalities. In this project, we aim to extend the RELAX method to time series representations, specifically targeting models trained through self-supervised learning on spectrograms of time series data. This project offers you the opportunity to choose the specific domain of interest within the time series realm, and together, we will define the scope and direction of the project. As a potential avenue, we propose using a pretrained model to assess the efficacy of the extended RELAX method. The project is supervised by Thea Brüsch (theb@dtu.dk) and Teresa Scheidt (tksc@dtu.dk). Feel free to contact us if you have any questions. 21. Image segmentation of car parts with Deloitte Consulting. Supervised by Martin Closter Jespersen (majespersen@deloitte.dk), Mikkel Sikker Sørensen and Asbjørn Eller Skaarup. Link to project details here. 22. Taylor Approximation of Neural Networks and their predictive posterior: In this project, we will approximate the neural network with its n-th order taylor expansion using the method outlined in this paper: https://openreview.net/pdf?id=SkxEF3FNPH. We will then study how they transform normal distributions in the parameter space that approximate"
Who is overseeing the project and what is the best way to reach them?,"(EEG), representing electrical measurements of brain activity, with applications ranging from diagnosing epilepsy to cognitive neuroscience. Additionally, time series encompass audio and speech representations, opening up a myriad of opportunities for advancing our understanding and using of these data modalities. In this project, we aim to extend the RELAX method to time series representations, specifically targeting models trained through self-supervised learning on spectrograms of time series data. This project offers you the opportunity to choose the specific domain of interest within the time series realm, and together, we will define the scope and direction of the project. As a potential avenue, we propose using a pretrained model to assess the efficacy of the extended RELAX method. The project is supervised by Thea Brüsch (theb@dtu.dk) and Teresa Scheidt (tksc@dtu.dk). Feel free to contact us if you have any questions. 21. Image segmentation of car parts with Deloitte Consulting. Supervised by Martin Closter Jespersen (majespersen@deloitte.dk), Mikkel Sikker Sørensen and Asbjørn Eller Skaarup. Link to project details here. 22. Taylor Approximation of Neural Networks and their predictive posterior: In this project, we will approximate the neural network with its n-th order taylor expansion using the method outlined in this paper: https://openreview.net/pdf?id=SkxEF3FNPH. We will then study how they transform normal distributions in the parameter space that approximate"
Can you provide the names of the project supervisors and their contact information?,"(EEG), representing electrical measurements of brain activity, with applications ranging from diagnosing epilepsy to cognitive neuroscience. Additionally, time series encompass audio and speech representations, opening up a myriad of opportunities for advancing our understanding and using of these data modalities. In this project, we aim to extend the RELAX method to time series representations, specifically targeting models trained through self-supervised learning on spectrograms of time series data. This project offers you the opportunity to choose the specific domain of interest within the time series realm, and together, we will define the scope and direction of the project. As a potential avenue, we propose using a pretrained model to assess the efficacy of the extended RELAX method. The project is supervised by Thea Brüsch (theb@dtu.dk) and Teresa Scheidt (tksc@dtu.dk). Feel free to contact us if you have any questions. 21. Image segmentation of car parts with Deloitte Consulting. Supervised by Martin Closter Jespersen (majespersen@deloitte.dk), Mikkel Sikker Sørensen and Asbjørn Eller Skaarup. Link to project details here. 22. Taylor Approximation of Neural Networks and their predictive posterior: In this project, we will approximate the neural network with its n-th order taylor expansion using the method outlined in this paper: https://openreview.net/pdf?id=SkxEF3FNPH. We will then study how they transform normal distributions in the parameter space that approximate"
Who are the individuals in charge of the project and how can I get in touch with them?,"(EEG), representing electrical measurements of brain activity, with applications ranging from diagnosing epilepsy to cognitive neuroscience. Additionally, time series encompass audio and speech representations, opening up a myriad of opportunities for advancing our understanding and using of these data modalities. In this project, we aim to extend the RELAX method to time series representations, specifically targeting models trained through self-supervised learning on spectrograms of time series data. This project offers you the opportunity to choose the specific domain of interest within the time series realm, and together, we will define the scope and direction of the project. As a potential avenue, we propose using a pretrained model to assess the efficacy of the extended RELAX method. The project is supervised by Thea Brüsch (theb@dtu.dk) and Teresa Scheidt (tksc@dtu.dk). Feel free to contact us if you have any questions. 21. Image segmentation of car parts with Deloitte Consulting. Supervised by Martin Closter Jespersen (majespersen@deloitte.dk), Mikkel Sikker Sørensen and Asbjørn Eller Skaarup. Link to project details here. 22. Taylor Approximation of Neural Networks and their predictive posterior: In this project, we will approximate the neural network with its n-th order taylor expansion using the method outlined in this paper: https://openreview.net/pdf?id=SkxEF3FNPH. We will then study how they transform normal distributions in the parameter space that approximate"
What are the names and contact details of the project supervisors?,"(EEG), representing electrical measurements of brain activity, with applications ranging from diagnosing epilepsy to cognitive neuroscience. Additionally, time series encompass audio and speech representations, opening up a myriad of opportunities for advancing our understanding and using of these data modalities. In this project, we aim to extend the RELAX method to time series representations, specifically targeting models trained through self-supervised learning on spectrograms of time series data. This project offers you the opportunity to choose the specific domain of interest within the time series realm, and together, we will define the scope and direction of the project. As a potential avenue, we propose using a pretrained model to assess the efficacy of the extended RELAX method. The project is supervised by Thea Brüsch (theb@dtu.dk) and Teresa Scheidt (tksc@dtu.dk). Feel free to contact us if you have any questions. 21. Image segmentation of car parts with Deloitte Consulting. Supervised by Martin Closter Jespersen (majespersen@deloitte.dk), Mikkel Sikker Sørensen and Asbjørn Eller Skaarup. Link to project details here. 22. Taylor Approximation of Neural Networks and their predictive posterior: In this project, we will approximate the neural network with its n-th order taylor expansion using the method outlined in this paper: https://openreview.net/pdf?id=SkxEF3FNPH. We will then study how they transform normal distributions in the parameter space that approximate"
Who is supervising the project on Taylor Approximation of Neural Networks and their predictive posterior?,"Supervised by Martin Closter Jespersen (majespersen@deloitte.dk), Mikkel Sikker Sørensen and Asbjørn Eller Skaarup. Link to project details here. 22. Taylor Approximation of Neural Networks and their predictive posterior: In this project, we will approximate the neural network with its n-th order taylor expansion using the method outlined in this paper: https://openreview.net/pdf?id=SkxEF3FNPH. We will then study how they transform normal distributions in the parameter space that approximate the posterior of the neural network(Obtained through variational inference or laplace approximation). Typically the pushforward of posterior distribution in the parameter space to the logit space is not tractable because of the highly nonlinear behavior of the neural network. However, by considering simple approximations of it we can obtain tractable distributions in the output space which we can then study to understand the behavior in the general case. Supervised by Hrittik Roy (hroy@dtu.dk). 23. Understanding the Loss Landscape of Large Neural networks: In this project, we will analyse the training dynamics of large neural networks. We will do so by analysing the eigenspectrum of loss function curvature similar to the analysis in this paper:  https://browse.arxiv.org/pdf/1912.07145.pdf.  Typical measures of curvature include the Fisher Information Matrix, Generalized Gauss-Newton approximation of the Hessian and the Hessian of the Neural Network. To obtain access to the eigenspectrum"
Who is overseeing the project on Taylor Approximation of Neural Networks and their predictive posterior?,"Supervised by Martin Closter Jespersen (majespersen@deloitte.dk), Mikkel Sikker Sørensen and Asbjørn Eller Skaarup. Link to project details here. 22. Taylor Approximation of Neural Networks and their predictive posterior: In this project, we will approximate the neural network with its n-th order taylor expansion using the method outlined in this paper: https://openreview.net/pdf?id=SkxEF3FNPH. We will then study how they transform normal distributions in the parameter space that approximate the posterior of the neural network(Obtained through variational inference or laplace approximation). Typically the pushforward of posterior distribution in the parameter space to the logit space is not tractable because of the highly nonlinear behavior of the neural network. However, by considering simple approximations of it we can obtain tractable distributions in the output space which we can then study to understand the behavior in the general case. Supervised by Hrittik Roy (hroy@dtu.dk). 23. Understanding the Loss Landscape of Large Neural networks: In this project, we will analyse the training dynamics of large neural networks. We will do so by analysing the eigenspectrum of loss function curvature similar to the analysis in this paper:  https://browse.arxiv.org/pdf/1912.07145.pdf.  Typical measures of curvature include the Fisher Information Matrix, Generalized Gauss-Newton approximation of the Hessian and the Hessian of the Neural Network. To obtain access to the eigenspectrum"
Who is in charge of the project on Taylor Approximation of Neural Networks and their predictive posterior?,"Supervised by Martin Closter Jespersen (majespersen@deloitte.dk), Mikkel Sikker Sørensen and Asbjørn Eller Skaarup. Link to project details here. 22. Taylor Approximation of Neural Networks and their predictive posterior: In this project, we will approximate the neural network with its n-th order taylor expansion using the method outlined in this paper: https://openreview.net/pdf?id=SkxEF3FNPH. We will then study how they transform normal distributions in the parameter space that approximate the posterior of the neural network(Obtained through variational inference or laplace approximation). Typically the pushforward of posterior distribution in the parameter space to the logit space is not tractable because of the highly nonlinear behavior of the neural network. However, by considering simple approximations of it we can obtain tractable distributions in the output space which we can then study to understand the behavior in the general case. Supervised by Hrittik Roy (hroy@dtu.dk). 23. Understanding the Loss Landscape of Large Neural networks: In this project, we will analyse the training dynamics of large neural networks. We will do so by analysing the eigenspectrum of loss function curvature similar to the analysis in this paper:  https://browse.arxiv.org/pdf/1912.07145.pdf.  Typical measures of curvature include the Fisher Information Matrix, Generalized Gauss-Newton approximation of the Hessian and the Hessian of the Neural Network. To obtain access to the eigenspectrum"
Who is managing the project on Taylor Approximation of Neural Networks and their predictive posterior?,"Supervised by Martin Closter Jespersen (majespersen@deloitte.dk), Mikkel Sikker Sørensen and Asbjørn Eller Skaarup. Link to project details here. 22. Taylor Approximation of Neural Networks and their predictive posterior: In this project, we will approximate the neural network with its n-th order taylor expansion using the method outlined in this paper: https://openreview.net/pdf?id=SkxEF3FNPH. We will then study how they transform normal distributions in the parameter space that approximate the posterior of the neural network(Obtained through variational inference or laplace approximation). Typically the pushforward of posterior distribution in the parameter space to the logit space is not tractable because of the highly nonlinear behavior of the neural network. However, by considering simple approximations of it we can obtain tractable distributions in the output space which we can then study to understand the behavior in the general case. Supervised by Hrittik Roy (hroy@dtu.dk). 23. Understanding the Loss Landscape of Large Neural networks: In this project, we will analyse the training dynamics of large neural networks. We will do so by analysing the eigenspectrum of loss function curvature similar to the analysis in this paper:  https://browse.arxiv.org/pdf/1912.07145.pdf.  Typical measures of curvature include the Fisher Information Matrix, Generalized Gauss-Newton approximation of the Hessian and the Hessian of the Neural Network. To obtain access to the eigenspectrum"
Who is leading the project on Taylor Approximation of Neural Networks and their predictive posterior?,"Supervised by Martin Closter Jespersen (majespersen@deloitte.dk), Mikkel Sikker Sørensen and Asbjørn Eller Skaarup. Link to project details here. 22. Taylor Approximation of Neural Networks and their predictive posterior: In this project, we will approximate the neural network with its n-th order taylor expansion using the method outlined in this paper: https://openreview.net/pdf?id=SkxEF3FNPH. We will then study how they transform normal distributions in the parameter space that approximate the posterior of the neural network(Obtained through variational inference or laplace approximation). Typically the pushforward of posterior distribution in the parameter space to the logit space is not tractable because of the highly nonlinear behavior of the neural network. However, by considering simple approximations of it we can obtain tractable distributions in the output space which we can then study to understand the behavior in the general case. Supervised by Hrittik Roy (hroy@dtu.dk). 23. Understanding the Loss Landscape of Large Neural networks: In this project, we will analyse the training dynamics of large neural networks. We will do so by analysing the eigenspectrum of loss function curvature similar to the analysis in this paper:  https://browse.arxiv.org/pdf/1912.07145.pdf.  Typical measures of curvature include the Fisher Information Matrix, Generalized Gauss-Newton approximation of the Hessian and the Hessian of the Neural Network. To obtain access to the eigenspectrum"
